solver_name,graph_name,num_vertices,num_edges,penalty_mode,mu_thermometer,mu_bijective,is_feasible,objective_value,spectral_cost,successive_augmentation_cost,local_search_cost,best_known_cost,relative_gap,solve_time
QWaveSampler,alchemy_g157397_preprocessed,12,13,lucas,4,4,True,21,57,23,21,21,0.0,11.301496982574463
QWaveSampler,alchemy_g157398_preprocessed,12,12,lucas,4,4,True,17,19,17,17,17,0.0,11.284152269363403
QWaveSampler,ENZYMES_g163,12,22,lucas,6,6,True,35,85,43,53,43,-0.18604651162790697,11.039092540740967
QWaveSampler,ENZYMES_g217,15,34,lucas,7,7,True,72,161,97,72,72,0.0,20.25529646873474
QWaveSampler,ENZYMES_g398,14,23,lucas,6,6,True,43,116,54,55,54,-0.2037037037037037,16.799617767333984
QWaveSampler,iscas89-s27,9,8,lucas,4,4,True,9,25,13,12,12,-0.25,5.0359930992126465
QWaveSampler,PROTEINS_g176_preprocessed,15,33,lucas,7,7,True,69,153,84,68,68,0.014705882352941176,20.385046005249023
QWaveSampler,PROTEINS_g347_preprocessed,15,27,lucas,6,6,True,43,123,45,65,45,-0.044444444444444446,20.32083773612976
QWaveSampler,PROTEINS_g373_preprocessed,15,25,lucas,6,6,True,39,143,40,47,40,-0.025,20.5276038646698
QWaveSampler,PROTEINS_g42_preprocessed,15,25,lucas,7,7,True,39,121,47,49,47,-0.1702127659574468,20.551106929779053
QWaveSampler,PROTEINS_g96_preprocessed,15,26,lucas,6,6,True,51,150,70,51,51,0.0,20.39512014389038
SimulatedBifurcation,alchemy_g157394_preprocessed,12,13,lucas,5,5,True,26,40,28,25,25,0.04,2.0646369457244873
SimulatedBifurcation,alchemy_g157395_preprocessed,12,13,lucas,5,5,True,29,35,24,22,22,0.3181818181818182,2.022892951965332
SimulatedBifurcation,alchemy_g157396_preprocessed,12,13,lucas,5,5,True,27,27,26,21,21,0.2857142857142857,2.062546968460083
SimulatedBifurcation,alchemy_g157397_preprocessed,12,13,lucas,4,4,True,22,57,23,21,21,0.047619047619047616,1.9976065158843994
SimulatedBifurcation,alchemy_g157398_preprocessed,12,12,lucas,4,4,True,17,19,17,17,17,0.0,1.9709370136260986
SimulatedBifurcation,ENZYMES_g163,12,22,lucas,6,6,True,38,85,43,53,43,-0.11627906976744186,1.959594964981079
SimulatedBifurcation,ENZYMES_g217,15,34,lucas,7,7,True,76,161,97,72,72,0.05555555555555555,2.9969236850738525
SimulatedBifurcation,ENZYMES_g398,14,23,lucas,6,6,True,46,116,54,55,54,-0.14814814814814814,2.6023902893066406
SimulatedBifurcation,iscas89-s27,9,8,lucas,4,4,True,9,25,13,12,12,-0.25,1.3332829475402832
SimulatedBifurcation,PROTEINS_g176_preprocessed,15,33,lucas,7,7,True,78,153,84,68,68,0.14705882352941177,2.9780333042144775
SimulatedBifurcation,PROTEINS_g347_preprocessed,15,27,lucas,6,6,True,47,123,45,65,45,0.044444444444444446,3.0599594116210938
SimulatedBifurcation,PROTEINS_g373_preprocessed,15,25,lucas,6,6,True,45,143,40,47,40,0.125,3.1113157272338867
SimulatedBifurcation,PROTEINS_g42_preprocessed,15,25,lucas,7,7,True,53,121,47,49,47,0.1276595744680851,3.129549741744995
SimulatedBifurcation,PROTEINS_g96_preprocessed,15,26,lucas,6,6,True,54,150,70,51,51,0.058823529411764705,3.403501272201538
