n,m,graph_id,feasible,avg_minla_cost,lower_bound,approx_ratio,time_s,num_seeds,solver
15,55,43,True,215.6,135,1.597037037037037,7.536,5,PathIntegralAnnealingSampler
15,55,44,True,215.6,132,1.6333333333333333,7.559,5,PathIntegralAnnealingSampler
15,55,45,True,217.6,135,1.6118518518518519,7.474,5,PathIntegralAnnealingSampler
15,41,46,True,141.2,82,1.7219512195121949,7.445,5,PathIntegralAnnealingSampler
15,64,47,True,258.0,177,1.4576271186440677,7.368,5,PathIntegralAnnealingSampler
15,55,48,True,224.6,138,1.6275362318840578,7.352,5,PathIntegralAnnealingSampler
15,53,49,True,201.6,128,1.575,7.382,5,PathIntegralAnnealingSampler
15,52,50,True,203.0,121,1.677685950413223,7.467,5,PathIntegralAnnealingSampler
15,58,51,True,226.2,148,1.5283783783783782,7.535,5,PathIntegralAnnealingSampler
15,59,52,True,243.4,150,1.6226666666666667,7.453,5,PathIntegralAnnealingSampler
15,48,53,True,164.8,106,1.5547169811320756,7.414,5,PathIntegralAnnealingSampler
15,63,54,True,260.4,171,1.5228070175438595,7.409,5,PathIntegralAnnealingSampler
15,57,55,True,228.4,144,1.5861111111111112,7.382,5,PathIntegralAnnealingSampler
15,49,56,True,179.2,111,1.6144144144144144,7.393,5,PathIntegralAnnealingSampler
15,43,57,True,156.2,90,1.7355555555555555,7.496,5,PathIntegralAnnealingSampler
15,51,58,True,198.2,118,1.6796610169491524,7.408,5,PathIntegralAnnealingSampler
15,60,59,True,235.4,158,1.489873417721519,7.372,5,PathIntegralAnnealingSampler
15,54,60,True,228.0,134,1.7014925373134329,7.371,5,PathIntegralAnnealingSampler
15,62,61,True,250.4,168,1.4904761904761905,7.362,5,PathIntegralAnnealingSampler
15,53,62,True,194.0,128,1.515625,7.361,5,PathIntegralAnnealingSampler
15,51,63,True,188.6,118,1.5983050847457627,7.376,5,PathIntegralAnnealingSampler
15,44,64,True,152.0,91,1.6703296703296704,7.399,5,PathIntegralAnnealingSampler
15,55,65,True,192.8,135,1.4281481481481482,7.401,5,PathIntegralAnnealingSampler
15,50,66,True,192.0,111,1.7297297297297298,7.437,5,PathIntegralAnnealingSampler
15,50,67,True,185.0,116,1.5948275862068966,7.403,5,PathIntegralAnnealingSampler
15,56,68,True,222.8,139,1.6028776978417267,7.457,5,PathIntegralAnnealingSampler
15,49,69,True,181.6,112,1.6214285714285714,7.486,5,PathIntegralAnnealingSampler
15,50,70,True,195.2,114,1.712280701754386,7.386,5,PathIntegralAnnealingSampler
15,57,71,True,230.0,142,1.619718309859155,7.357,5,PathIntegralAnnealingSampler
15,53,72,True,212.0,127,1.669291338582677,7.398,5,PathIntegralAnnealingSampler
15,57,73,True,231.8,146,1.5876712328767124,7.351,5,PathIntegralAnnealingSampler
15,51,74,True,180.4,124,1.4548387096774194,7.362,5,PathIntegralAnnealingSampler
15,52,75,True,204.2,125,1.6336,7.351,5,PathIntegralAnnealingSampler
15,53,76,True,195.6,129,1.5162790697674418,7.334,5,PathIntegralAnnealingSampler
15,52,77,True,196.0,124,1.5806451612903225,7.446,5,PathIntegralAnnealingSampler
15,52,78,True,198.33333333333331,127,1.5616797900262465,7.352,5,PathIntegralAnnealingSampler
15,50,79,True,186.2,115,1.6191304347826085,7.358,5,PathIntegralAnnealingSampler
15,57,80,True,234.8,142,1.6535211267605634,7.331,5,PathIntegralAnnealingSampler
15,59,81,True,246.0,151,1.6291390728476822,7.323,5,PathIntegralAnnealingSampler
15,44,82,True,154.8,91,1.7010989010989013,7.4,5,PathIntegralAnnealingSampler
15,55,83,True,220.66666666666663,141,1.565011820330969,7.326,5,PathIntegralAnnealingSampler
15,54,84,True,204.4,132,1.5484848484848486,7.343,5,PathIntegralAnnealingSampler
15,52,85,True,194.6,122,1.5950819672131147,7.403,5,PathIntegralAnnealingSampler
15,61,86,True,244.4,159,1.5371069182389938,7.424,5,PathIntegralAnnealingSampler
15,57,87,True,202.0,145,1.393103448275862,7.362,5,PathIntegralAnnealingSampler
15,55,88,True,226.2,133,1.700751879699248,7.424,5,PathIntegralAnnealingSampler
15,43,89,True,151.8,89,1.70561797752809,7.448,5,PathIntegralAnnealingSampler
15,50,90,True,189.2,115,1.6452173913043477,7.424,5,PathIntegralAnnealingSampler
15,51,91,True,200.6,119,1.6857142857142857,7.382,5,PathIntegralAnnealingSampler
15,50,92,True,194.4,113,1.720353982300885,7.369,5,PathIntegralAnnealingSampler
15,55,93,True,216.0,139,1.5539568345323742,7.355,5,PathIntegralAnnealingSampler
15,58,94,True,236.2,150,1.5746666666666667,7.37,5,PathIntegralAnnealingSampler
15,61,95,True,248.4,161,1.542857142857143,7.363,5,PathIntegralAnnealingSampler
15,50,96,True,183.8,119,1.5445378151260505,7.384,5,PathIntegralAnnealingSampler
15,59,97,True,241.4,153,1.5777777777777777,7.334,5,PathIntegralAnnealingSampler
15,63,98,True,246.8,170,1.451764705882353,7.34,5,PathIntegralAnnealingSampler
15,55,99,True,222.2,133,1.6706766917293232,7.421,5,PathIntegralAnnealingSampler
20,96,0,True,494.6666666666667,297,1.6655443322109988,16.49,5,PathIntegralAnnealingSampler
20,113,1,True,642.75,388,1.6565721649484537,16.182,5,PathIntegralAnnealingSampler
20,84,2,True,422.25,228,1.8519736842105263,16.493,5,PathIntegralAnnealingSampler
20,99,3,True,531.4,308,1.7253246753246751,16.349,5,PathIntegralAnnealingSampler
20,75,4,True,349.6,188,1.8595744680851065,16.4,5,PathIntegralAnnealingSampler
20,95,5,True,518.0,281,1.8434163701067616,16.209,5,PathIntegralAnnealingSampler
20,92,6,True,483.0,268,1.8022388059701493,16.193,5,PathIntegralAnnealingSampler
20,94,7,True,502.6,281,1.7886120996441282,16.201,5,PathIntegralAnnealingSampler
20,95,8,True,460.0,284,1.619718309859155,16.598,5,PathIntegralAnnealingSampler
20,96,9,True,508.0,297,1.7104377104377104,16.441,5,PathIntegralAnnealingSampler
20,98,10,True,506.4,297,1.705050505050505,16.374,5,PathIntegralAnnealingSampler
20,96,11,True,522.0,292,1.7876712328767124,16.196,5,PathIntegralAnnealingSampler
20,89,12,True,441.4,252,1.7515873015873016,16.267,5,PathIntegralAnnealingSampler
20,93,13,True,493.0,277,1.779783393501805,16.279,5,PathIntegralAnnealingSampler
20,101,14,True,530.4,322,1.6472049689440993,16.152,5,PathIntegralAnnealingSampler
20,91,15,True,463.4,265,1.7486792452830189,16.242,5,PathIntegralAnnealingSampler
20,85,16,True,438.0,237,1.8481012658227849,16.257,5,PathIntegralAnnealingSampler
20,99,17,True,554.8,306,1.8130718954248364,16.24,5,PathIntegralAnnealingSampler
20,99,18,True,516.0,307,1.6807817589576548,16.23,5,PathIntegralAnnealingSampler
20,93,19,True,501.2,273,1.8358974358974358,16.323,5,PathIntegralAnnealingSampler
20,104,20,True,556.5,340,1.636764705882353,16.222,5,PathIntegralAnnealingSampler
20,100,21,True,548.5,312,1.7580128205128205,16.297,5,PathIntegralAnnealingSampler
20,87,22,True,412.6,244,1.6909836065573771,16.251,5,PathIntegralAnnealingSampler
20,97,23,True,508.5,295,1.723728813559322,16.291,5,PathIntegralAnnealingSampler
20,95,24,True,495.0,294,1.683673469387755,16.201,5,PathIntegralAnnealingSampler
20,99,25,True,548.0,310,1.767741935483871,16.256,5,PathIntegralAnnealingSampler
20,103,26,True,540.8,330,1.6387878787878787,16.286,5,PathIntegralAnnealingSampler
20,102,27,True,564.4,319,1.7692789968652036,16.304,5,PathIntegralAnnealingSampler
20,92,28,True,465.0,271,1.7158671586715868,16.203,5,PathIntegralAnnealingSampler
20,84,29,True,449.8,232,1.938793103448276,16.164,5,PathIntegralAnnealingSampler
20,80,30,True,402.2,209,1.9244019138755981,16.312,5,PathIntegralAnnealingSampler
20,91,31,True,499.8,263,1.9003802281368822,16.178,5,PathIntegralAnnealingSampler
20,96,32,True,515.25,294,1.7525510204081634,16.236,5,PathIntegralAnnealingSampler
20,94,33,True,482.4,275,1.754181818181818,16.258,5,PathIntegralAnnealingSampler
20,96,34,True,521.25,289,1.8036332179930796,16.228,5,PathIntegralAnnealingSampler
20,89,35,True,481.0,254,1.8937007874015748,16.218,5,PathIntegralAnnealingSampler
20,84,36,True,402.6,233,1.7278969957081547,16.275,5,PathIntegralAnnealingSampler
20,88,37,True,466.0,258,1.806201550387597,16.251,5,PathIntegralAnnealingSampler
20,91,38,True,468.4,265,1.7675471698113208,16.643,5,PathIntegralAnnealingSampler
20,91,39,True,491.2,267,1.8397003745318352,16.702,5,PathIntegralAnnealingSampler
20,83,40,True,420.8,220,1.9127272727272728,17.633,5,PathIntegralAnnealingSampler
20,92,41,True,484.8,280,1.7314285714285715,16.255,5,PathIntegralAnnealingSampler
20,97,42,True,506.0,302,1.6754966887417218,16.204,5,PathIntegralAnnealingSampler
20,88,43,True,454.0,251,1.8087649402390438,16.311,5,PathIntegralAnnealingSampler
20,105,44,True,562.5,344,1.635174418604651,16.253,5,PathIntegralAnnealingSampler
20,90,45,True,435.4,259,1.681081081081081,16.316,5,PathIntegralAnnealingSampler
20,89,46,True,462.6,255,1.8141176470588236,16.263,5,PathIntegralAnnealingSampler
20,101,47,True,529.6,315,1.6812698412698412,16.213,5,PathIntegralAnnealingSampler
20,86,48,True,435.4,237,1.8371308016877637,16.283,5,PathIntegralAnnealingSampler
20,98,49,True,523.4,301,1.7388704318936876,16.255,5,PathIntegralAnnealingSampler
20,93,50,True,493.6,276,1.7884057971014493,16.588,5,PathIntegralAnnealingSampler
20,85,51,True,410.4,233,1.7613733905579398,16.266,5,PathIntegralAnnealingSampler
20,91,52,True,469.0,264,1.7765151515151516,16.721,5,PathIntegralAnnealingSampler
20,103,53,True,585.0,330,1.7727272727272727,16.631,5,PathIntegralAnnealingSampler
20,90,54,False,,263,,16.432,5,PathIntegralAnnealingSampler
20,89,55,True,457.0,251,1.8207171314741035,16.633,5,PathIntegralAnnealingSampler
20,99,56,True,516.0,303,1.702970297029703,16.569,5,PathIntegralAnnealingSampler
20,95,57,True,487.2,283,1.7215547703180212,17.329,5,PathIntegralAnnealingSampler
20,102,58,True,557.3333333333334,327,1.7043832823649339,16.415,5,PathIntegralAnnealingSampler
20,93,59,True,458.6,275,1.6676363636363638,16.258,5,PathIntegralAnnealingSampler
20,94,60,True,474.4,278,1.7064748201438849,16.262,5,PathIntegralAnnealingSampler
20,86,61,False,,246,,16.49,5,PathIntegralAnnealingSampler
20,90,62,True,469.5,258,1.819767441860465,16.292,5,PathIntegralAnnealingSampler
20,88,63,True,476.0,252,1.8888888888888888,16.328,5,PathIntegralAnnealingSampler
20,98,64,True,537.8,296,1.8168918918918917,16.243,5,PathIntegralAnnealingSampler
20,92,65,True,437.4,269,1.6260223048327136,16.437,5,PathIntegralAnnealingSampler
20,99,66,True,545.2,303,1.7993399339933995,16.257,5,PathIntegralAnnealingSampler
20,97,67,True,500.2,295,1.695593220338983,16.307,5,PathIntegralAnnealingSampler
20,102,68,True,542.2,325,1.6683076923076925,16.212,5,PathIntegralAnnealingSampler
20,93,69,True,510.0,278,1.8345323741007193,16.22,5,PathIntegralAnnealingSampler
20,92,70,True,484.0,270,1.7925925925925925,16.264,5,PathIntegralAnnealingSampler
20,100,71,True,553.0,313,1.766773162939297,16.173,5,PathIntegralAnnealingSampler
20,101,72,True,561.6,314,1.7885350318471338,16.142,5,PathIntegralAnnealingSampler
20,92,73,True,490.5,276,1.7771739130434783,16.201,5,PathIntegralAnnealingSampler
20,78,74,True,394.0,206,1.912621359223301,16.208,5,PathIntegralAnnealingSampler
20,94,75,True,484.0,284,1.704225352112676,16.193,5,PathIntegralAnnealingSampler
20,93,76,True,495.3333333333333,276,1.7946859903381642,16.129,5,PathIntegralAnnealingSampler
20,103,77,True,569.0,330,1.7242424242424241,16.216,5,PathIntegralAnnealingSampler
20,100,78,True,540.0,311,1.7363344051446945,16.139,5,PathIntegralAnnealingSampler
20,87,79,True,469.5,246,1.9085365853658536,16.137,5,PathIntegralAnnealingSampler
20,103,80,True,575.6,324,1.7765432098765432,16.168,5,PathIntegralAnnealingSampler
20,97,81,True,493.4,303,1.6283828382838283,16.201,5,PathIntegralAnnealingSampler
20,92,82,True,486.75,272,1.7895220588235294,16.189,5,PathIntegralAnnealingSampler
20,95,83,True,498.8,281,1.7750889679715303,16.237,5,PathIntegralAnnealingSampler
20,98,84,True,502.6,300,1.6753333333333333,16.269,5,PathIntegralAnnealingSampler
20,103,85,True,555.25,327,1.6980122324159022,16.182,5,PathIntegralAnnealingSampler
20,101,86,True,537.2,317,1.6946372239747636,16.166,5,PathIntegralAnnealingSampler
20,85,87,True,437.3333333333333,234,1.868945868945869,16.345,5,PathIntegralAnnealingSampler
20,100,88,True,528.5,316,1.6724683544303798,16.203,5,PathIntegralAnnealingSampler
20,95,89,True,506.25,290,1.7456896551724137,16.199,5,PathIntegralAnnealingSampler
20,97,90,True,493.0,295,1.6711864406779662,16.257,5,PathIntegralAnnealingSampler
20,75,91,True,374.0,189,1.9788359788359788,16.314,5,PathIntegralAnnealingSampler
20,86,92,True,416.4,238,1.749579831932773,16.249,5,PathIntegralAnnealingSampler
20,92,93,True,497.5,274,1.8156934306569343,16.123,5,PathIntegralAnnealingSampler
20,93,94,True,503.0,279,1.8028673835125448,16.306,5,PathIntegralAnnealingSampler
20,107,95,True,574.6,358,1.6050279329608939,16.175,5,PathIntegralAnnealingSampler
20,97,96,True,525.4,292,1.7993150684931507,16.28,5,PathIntegralAnnealingSampler
20,89,97,True,471.4,252,1.8706349206349207,16.209,5,PathIntegralAnnealingSampler
20,99,98,True,539.6,305,1.7691803278688525,16.244,5,PathIntegralAnnealingSampler
20,87,99,True,428.8,245,1.7502040816326532,16.206,5,PathIntegralAnnealingSampler
