n,m,graph_id,feasible,avg_minla_cost,lower_bound,approx_ratio,time_s,num_seeds,solver
10,21,10,True,52.6,37.0,1.4216216216216218,2.407,5,PathIntegralAnnealingSampler
10,21,11,True,51.4,37.0,1.3891891891891892,2.466,5,PathIntegralAnnealingSampler
10,19,12,True,47.6,31.0,1.535483870967742,2.438,5,PathIntegralAnnealingSampler
10,28,13,True,77.8,62.0,1.2548387096774194,2.427,5,PathIntegralAnnealingSampler
10,22,14,True,52.6,40.0,1.315,2.441,5,PathIntegralAnnealingSampler
10,25,15,True,70.2,50.0,1.4040000000000001,2.474,5,PathIntegralAnnealingSampler
10,23,16,True,59.0,43.0,1.372093023255814,2.418,5,PathIntegralAnnealingSampler
10,25,17,True,64.0,50.0,1.28,2.414,5,PathIntegralAnnealingSampler
10,20,18,True,43.8,34.0,1.288235294117647,2.43,5,PathIntegralAnnealingSampler
10,23,19,True,55.6,43.0,1.2930232558139536,2.431,5,PathIntegralAnnealingSampler
10,17,20,True,37.4,28.0,1.3357142857142856,2.456,5,PathIntegralAnnealingSampler
10,24,21,True,61.6,46.0,1.3391304347826087,2.436,5,PathIntegralAnnealingSampler
10,23,22,True,59.0,43.0,1.372093023255814,2.408,5,PathIntegralAnnealingSampler
10,25,23,True,68.0,50.0,1.36,2.426,5,PathIntegralAnnealingSampler
10,24,24,True,59.0,46.0,1.2826086956521738,2.412,5,PathIntegralAnnealingSampler
10,18,25,True,40.4,29.0,1.393103448275862,2.418,5,PathIntegralAnnealingSampler
10,21,26,True,44.2,37.0,1.1945945945945946,2.411,5,PathIntegralAnnealingSampler
10,22,27,True,50.6,40.0,1.2650000000000001,2.409,5,PathIntegralAnnealingSampler
10,21,28,True,49.4,37.0,1.335135135135135,2.43,5,PathIntegralAnnealingSampler
10,19,29,True,46.2,33.0,1.4000000000000001,2.453,5,PathIntegralAnnealingSampler
10,27,30,True,75.4,58.0,1.3,2.408,5,PathIntegralAnnealingSampler
10,18,31,True,35.2,29.0,1.213793103448276,2.416,5,PathIntegralAnnealingSampler
10,20,32,True,47.4,35.0,1.3542857142857143,2.445,5,PathIntegralAnnealingSampler
10,25,33,True,65.0,50.0,1.3,2.425,5,PathIntegralAnnealingSampler
10,21,34,True,54.6,37.0,1.4756756756756757,2.422,5,PathIntegralAnnealingSampler
10,22,35,True,50.0,40.0,1.25,2.425,5,PathIntegralAnnealingSampler
10,21,36,True,51.8,37.0,1.4,2.528,5,PathIntegralAnnealingSampler
10,26,37,True,68.2,54.0,1.262962962962963,2.421,5,PathIntegralAnnealingSampler
10,21,38,True,51.0,37.0,1.3783783783783783,2.442,5,PathIntegralAnnealingSampler
10,18,39,True,43.0,30.0,1.4333333333333333,2.425,5,PathIntegralAnnealingSampler
10,24,40,True,61.2,46.0,1.3304347826086957,2.416,5,PathIntegralAnnealingSampler
10,25,41,True,67.6,50.0,1.3519999999999999,2.424,5,PathIntegralAnnealingSampler
10,21,42,True,53.2,37.0,1.4378378378378378,2.438,5,PathIntegralAnnealingSampler
10,24,43,True,54.0,46.0,1.173913043478261,2.432,5,PathIntegralAnnealingSampler
10,25,44,True,62.8,50.0,1.256,2.41,5,PathIntegralAnnealingSampler
10,21,45,True,52.6,37.0,1.4216216216216218,2.441,5,PathIntegralAnnealingSampler
10,27,46,True,74.4,58.0,1.2827586206896553,2.422,5,PathIntegralAnnealingSampler
10,24,47,True,64.0,46.0,1.391304347826087,2.451,5,PathIntegralAnnealingSampler
10,19,48,True,41.0,31.0,1.3225806451612903,2.411,5,PathIntegralAnnealingSampler
10,23,49,True,59.2,43.0,1.3767441860465117,2.41,5,PathIntegralAnnealingSampler
10,23,50,True,56.0,43.0,1.302325581395349,2.421,5,PathIntegralAnnealingSampler
10,22,51,True,58.6,40.0,1.465,2.41,5,PathIntegralAnnealingSampler
10,19,52,True,45.2,33.0,1.3696969696969699,2.448,5,PathIntegralAnnealingSampler
10,25,53,True,60.8,50.0,1.216,2.481,5,PathIntegralAnnealingSampler
10,21,54,True,52.0,37.0,1.4054054054054055,2.42,5,PathIntegralAnnealingSampler
10,21,55,True,53.4,37.0,1.4432432432432432,2.426,5,PathIntegralAnnealingSampler
10,26,56,True,69.6,54.0,1.2888888888888888,2.412,5,PathIntegralAnnealingSampler
10,25,57,True,65.2,50.0,1.304,2.422,5,PathIntegralAnnealingSampler
10,21,58,True,45.6,37.0,1.2324324324324325,2.42,5,PathIntegralAnnealingSampler
10,26,59,True,69.0,54.0,1.2777777777777777,2.402,5,PathIntegralAnnealingSampler
10,22,60,True,53.0,40.0,1.325,2.424,5,PathIntegralAnnealingSampler
10,21,61,True,48.4,37.0,1.308108108108108,2.409,5,PathIntegralAnnealingSampler
10,27,62,True,74.0,58.0,1.2758620689655173,2.428,5,PathIntegralAnnealingSampler
10,16,63,True,35.4,25.0,1.416,2.435,5,PathIntegralAnnealingSampler
10,19,64,True,43.8,32.0,1.36875,2.427,5,PathIntegralAnnealingSampler
10,25,65,True,62.4,50.0,1.248,2.404,5,PathIntegralAnnealingSampler
10,20,66,True,48.0,34.0,1.411764705882353,2.417,5,PathIntegralAnnealingSampler
10,24,67,True,64.4,46.0,1.4000000000000001,2.42,5,PathIntegralAnnealingSampler
10,24,68,True,62.0,46.0,1.3478260869565217,2.443,5,PathIntegralAnnealingSampler
10,20,69,True,47.6,35.0,1.36,2.446,5,PathIntegralAnnealingSampler
10,24,70,True,63.2,46.0,1.373913043478261,2.483,5,PathIntegralAnnealingSampler
10,25,71,True,69.4,50.0,1.3880000000000001,2.433,5,PathIntegralAnnealingSampler
10,19,72,True,45.0,32.0,1.40625,2.427,5,PathIntegralAnnealingSampler
10,23,73,True,55.8,43.0,1.2976744186046512,2.414,5,PathIntegralAnnealingSampler
10,28,74,True,79.2,62.0,1.2774193548387098,2.42,5,PathIntegralAnnealingSampler
10,27,75,True,68.4,58.0,1.1793103448275863,2.422,5,PathIntegralAnnealingSampler
10,13,76,True,24.0,20.0,1.2,2.437,5,PathIntegralAnnealingSampler
10,20,77,True,51.4,34.0,1.511764705882353,2.475,5,PathIntegralAnnealingSampler
10,23,78,True,56.6,43.0,1.3162790697674418,2.47,5,PathIntegralAnnealingSampler
10,26,79,True,64.8,54.0,1.2,2.42,5,PathIntegralAnnealingSampler
10,20,80,True,51.8,34.0,1.5235294117647058,2.429,5,PathIntegralAnnealingSampler
10,20,81,True,47.2,34.0,1.3882352941176472,2.431,5,PathIntegralAnnealingSampler
10,23,82,True,58.8,43.0,1.3674418604651162,2.441,5,PathIntegralAnnealingSampler
10,26,83,True,67.8,54.0,1.2555555555555555,2.466,5,PathIntegralAnnealingSampler
10,19,84,True,42.4,32.0,1.325,2.434,5,PathIntegralAnnealingSampler
10,19,85,True,38.4,31.0,1.238709677419355,2.425,5,PathIntegralAnnealingSampler
10,22,86,True,54.4,40.0,1.3599999999999999,2.419,5,PathIntegralAnnealingSampler
10,22,87,True,53.4,40.0,1.335,2.432,5,PathIntegralAnnealingSampler
10,28,88,True,72.0,62.0,1.1612903225806452,2.404,5,PathIntegralAnnealingSampler
10,20,89,True,49.6,35.0,1.4171428571428573,2.431,5,PathIntegralAnnealingSampler
10,22,90,True,53.2,40.0,1.33,2.458,5,PathIntegralAnnealingSampler
10,19,91,True,45.2,32.0,1.4125,2.438,5,PathIntegralAnnealingSampler
10,25,92,True,65.8,50.0,1.3159999999999998,2.418,5,PathIntegralAnnealingSampler
10,23,93,True,56.4,43.0,1.3116279069767443,2.428,5,PathIntegralAnnealingSampler
10,24,94,True,57.6,46.0,1.2521739130434784,2.431,5,PathIntegralAnnealingSampler
10,20,95,True,42.8,34.0,1.2588235294117647,2.432,5,PathIntegralAnnealingSampler
10,17,96,True,30.4,29.0,1.0482758620689654,2.825,5,PathIntegralAnnealingSampler
10,19,97,True,43.8,33.0,1.3272727272727272,2.826,5,PathIntegralAnnealingSampler
10,26,98,True,72.0,54.0,1.3333333333333333,2.689,5,PathIntegralAnnealingSampler
10,22,99,True,52.4,40.0,1.31,2.606,5,PathIntegralAnnealingSampler
15,52,0,True,206.4,130.0,1.5876923076923077,8.075,5,PathIntegralAnnealingSampler
15,54,1,True,212.4,140.0,1.5171428571428571,7.565,5,PathIntegralAnnealingSampler
15,47,2,True,168.4,108.0,1.5592592592592593,7.199,5,PathIntegralAnnealingSampler
15,53,3,True,192.2,135.0,1.4237037037037037,7.253,5,PathIntegralAnnealingSampler
15,45,4,True,166.2,100.0,1.662,7.343,5,PathIntegralAnnealingSampler
15,53,5,True,182.2,135.0,1.3496296296296295,7.277,5,PathIntegralAnnealingSampler
15,56,6,True,211.0,150.0,1.4066666666666667,7.386,5,PathIntegralAnnealingSampler
15,50,7,True,188.66666666666663,120.0,1.572222222222222,8.616,5,PathIntegralAnnealingSampler
15,53,8,True,190.2,135.0,1.4088888888888889,7.988,5,PathIntegralAnnealingSampler
15,51,9,True,188.0,125.0,1.504,7.434,5,PathIntegralAnnealingSampler
15,45,10,True,152.6,100.0,1.526,7.438,5,PathIntegralAnnealingSampler
15,47,11,True,174.2,108.0,1.612962962962963,7.444,5,PathIntegralAnnealingSampler
15,51,12,True,192.75,125.0,1.542,7.392,5,PathIntegralAnnealingSampler
15,53,13,True,211.4,135.0,1.565925925925926,7.477,5,PathIntegralAnnealingSampler
15,54,14,True,201.6,140.0,1.44,7.615,5,PathIntegralAnnealingSampler
15,50,15,True,190.0,120.0,1.5833333333333333,7.404,5,PathIntegralAnnealingSampler
15,52,16,True,184.0,130.0,1.4153846153846155,7.966,5,PathIntegralAnnealingSampler
15,51,17,True,191.8,125.0,1.5344,7.364,5,PathIntegralAnnealingSampler
15,56,18,True,221.2,150.0,1.4746666666666666,7.343,5,PathIntegralAnnealingSampler
15,45,19,True,153.6,100.0,1.536,7.464,5,PathIntegralAnnealingSampler
15,54,20,True,202.8,140.0,1.4485714285714286,7.363,5,PathIntegralAnnealingSampler
15,50,21,True,188.6,120.0,1.5716666666666665,7.833,5,PathIntegralAnnealingSampler
15,54,22,True,214.4,140.0,1.5314285714285714,7.374,5,PathIntegralAnnealingSampler
15,55,23,True,223.0,145.0,1.5379310344827586,7.416,5,PathIntegralAnnealingSampler
15,56,24,True,227.6,150.0,1.5173333333333332,7.423,5,PathIntegralAnnealingSampler
15,53,25,True,185.8,135.0,1.3762962962962964,7.337,5,PathIntegralAnnealingSampler
15,57,26,True,227.4,155.0,1.4670967741935483,7.54,5,PathIntegralAnnealingSampler
15,57,27,True,231.33333333333331,155.0,1.4924731182795699,7.546,5,PathIntegralAnnealingSampler
15,48,28,True,179.0,112.0,1.5982142857142858,7.39,5,PathIntegralAnnealingSampler
15,52,29,True,197.6,130.0,1.52,7.547,5,PathIntegralAnnealingSampler
15,60,30,True,242.2,170.0,1.424705882352941,7.329,5,PathIntegralAnnealingSampler
15,56,31,True,224.4,150.0,1.496,7.318,5,PathIntegralAnnealingSampler
15,54,32,True,203.2,140.0,1.4514285714285713,7.318,5,PathIntegralAnnealingSampler
15,53,33,True,201.0,135.0,1.488888888888889,7.317,5,PathIntegralAnnealingSampler
15,52,34,True,191.0,130.0,1.4692307692307693,7.304,5,PathIntegralAnnealingSampler
15,53,35,True,207.8,135.0,1.5392592592592593,7.527,5,PathIntegralAnnealingSampler
15,39,36,True,134.2,76.0,1.7657894736842104,7.383,5,PathIntegralAnnealingSampler
15,56,37,True,208.25,150.0,1.3883333333333334,7.386,5,PathIntegralAnnealingSampler
15,47,38,True,166.6,108.0,1.5425925925925925,7.37,5,PathIntegralAnnealingSampler
15,54,39,True,209.4,140.0,1.4957142857142858,7.343,5,PathIntegralAnnealingSampler
15,54,40,True,202.0,140.0,1.4428571428571428,7.351,5,PathIntegralAnnealingSampler
15,45,41,True,150.0,100.0,1.5,7.52,5,PathIntegralAnnealingSampler
15,44,42,True,164.8,96.0,1.7166666666666668,7.488,5,PathIntegralAnnealingSampler
15,55,43,True,215.6,145.0,1.486896551724138,7.536,5,PathIntegralAnnealingSampler
15,55,44,True,215.6,145.0,1.486896551724138,7.559,5,PathIntegralAnnealingSampler
15,55,45,True,217.6,145.0,1.5006896551724138,7.474,5,PathIntegralAnnealingSampler
15,41,46,True,141.2,84.0,1.6809523809523808,7.445,5,PathIntegralAnnealingSampler
15,64,47,True,258.0,194.0,1.3298969072164948,7.368,5,PathIntegralAnnealingSampler
15,55,48,True,224.6,145.0,1.5489655172413792,7.352,5,PathIntegralAnnealingSampler
15,53,49,True,201.6,135.0,1.4933333333333334,7.382,5,PathIntegralAnnealingSampler
15,52,50,True,203.0,130.0,1.5615384615384615,7.467,5,PathIntegralAnnealingSampler
15,58,51,True,226.2,160.0,1.4137499999999998,7.535,5,PathIntegralAnnealingSampler
15,59,52,True,243.4,165.0,1.475151515151515,7.453,5,PathIntegralAnnealingSampler
15,48,53,True,164.8,112.0,1.4714285714285715,7.414,5,PathIntegralAnnealingSampler
15,63,54,True,260.4,188.0,1.3851063829787233,7.409,5,PathIntegralAnnealingSampler
15,57,55,True,228.4,155.0,1.4735483870967743,7.382,5,PathIntegralAnnealingSampler
15,49,56,True,179.2,116.0,1.5448275862068965,7.393,5,PathIntegralAnnealingSampler
15,43,57,True,156.2,92.0,1.6978260869565216,7.496,5,PathIntegralAnnealingSampler
15,51,58,True,198.2,125.0,1.5856,7.408,5,PathIntegralAnnealingSampler
15,60,59,True,235.4,170.0,1.3847058823529412,7.372,5,PathIntegralAnnealingSampler
15,54,60,True,228.0,140.0,1.6285714285714286,7.371,5,PathIntegralAnnealingSampler
15,62,61,True,250.4,182.0,1.3758241758241758,7.362,5,PathIntegralAnnealingSampler
15,53,62,True,194.0,135.0,1.4370370370370371,7.361,5,PathIntegralAnnealingSampler
15,51,63,True,188.6,125.0,1.5088,7.376,5,PathIntegralAnnealingSampler
15,44,64,True,152.0,96.0,1.5833333333333333,7.399,5,PathIntegralAnnealingSampler
15,55,65,True,192.8,145.0,1.3296551724137933,7.401,5,PathIntegralAnnealingSampler
15,50,66,True,192.0,120.0,1.6,7.437,5,PathIntegralAnnealingSampler
15,50,67,True,185.0,120.0,1.5416666666666667,7.403,5,PathIntegralAnnealingSampler
15,56,68,True,222.8,150.0,1.4853333333333334,7.457,5,PathIntegralAnnealingSampler
15,49,69,True,181.6,116.0,1.5655172413793104,7.486,5,PathIntegralAnnealingSampler
15,50,70,True,195.2,120.0,1.6266666666666665,7.386,5,PathIntegralAnnealingSampler
15,57,71,True,230.0,155.0,1.4838709677419355,7.357,5,PathIntegralAnnealingSampler
15,53,72,True,212.0,135.0,1.5703703703703704,7.398,5,PathIntegralAnnealingSampler
15,57,73,True,231.8,155.0,1.495483870967742,7.351,5,PathIntegralAnnealingSampler
15,51,74,True,180.4,125.0,1.4432,7.362,5,PathIntegralAnnealingSampler
15,52,75,True,204.2,130.0,1.5707692307692307,7.351,5,PathIntegralAnnealingSampler
15,53,76,True,195.6,135.0,1.448888888888889,7.334,5,PathIntegralAnnealingSampler
15,52,77,True,196.0,130.0,1.5076923076923077,7.446,5,PathIntegralAnnealingSampler
15,52,78,True,198.33333333333331,130.0,1.5256410256410255,7.352,5,PathIntegralAnnealingSampler
15,50,79,True,186.2,120.0,1.5516666666666665,7.358,5,PathIntegralAnnealingSampler
15,57,80,True,234.8,155.0,1.5148387096774194,7.331,5,PathIntegralAnnealingSampler
15,59,81,True,246.0,165.0,1.490909090909091,7.323,5,PathIntegralAnnealingSampler
15,44,82,True,154.8,96.0,1.6125,7.4,5,PathIntegralAnnealingSampler
15,55,83,True,220.66666666666663,145.0,1.52183908045977,7.326,5,PathIntegralAnnealingSampler
15,54,84,True,204.4,140.0,1.46,7.343,5,PathIntegralAnnealingSampler
15,52,85,True,194.6,130.0,1.4969230769230768,7.403,5,PathIntegralAnnealingSampler
15,61,86,True,244.4,176.0,1.3886363636363637,7.424,5,PathIntegralAnnealingSampler
15,57,87,True,202.0,155.0,1.303225806451613,7.362,5,PathIntegralAnnealingSampler
15,55,88,True,226.2,145.0,1.5599999999999998,7.424,5,PathIntegralAnnealingSampler
15,43,89,True,151.8,92.0,1.6500000000000001,7.448,5,PathIntegralAnnealingSampler
15,50,90,True,189.2,120.0,1.5766666666666667,7.424,5,PathIntegralAnnealingSampler
15,51,91,True,200.6,125.0,1.6048,7.382,5,PathIntegralAnnealingSampler
15,50,92,True,194.4,120.0,1.62,7.369,5,PathIntegralAnnealingSampler
15,55,93,True,216.0,145.0,1.4896551724137932,7.355,5,PathIntegralAnnealingSampler
15,58,94,True,236.2,160.0,1.4762499999999998,7.37,5,PathIntegralAnnealingSampler
15,61,95,True,248.4,176.0,1.4113636363636364,7.363,5,PathIntegralAnnealingSampler
15,50,96,True,183.8,120.0,1.5316666666666667,7.384,5,PathIntegralAnnealingSampler
15,59,97,True,241.4,165.0,1.4630303030303031,7.334,5,PathIntegralAnnealingSampler
15,63,98,True,246.8,188.0,1.3127659574468085,7.34,5,PathIntegralAnnealingSampler
15,55,99,True,222.2,145.0,1.5324137931034483,7.421,5,PathIntegralAnnealingSampler
20,96,0,True,494.6666666666667,311.0,1.5905680600214362,16.49,5,PathIntegralAnnealingSampler
20,113,1,True,642.75,428.0,1.501752336448598,16.182,5,PathIntegralAnnealingSampler
20,84,2,True,422.25,240.0,1.759375,16.493,5,PathIntegralAnnealingSampler
20,99,3,True,531.4,329.0,1.6151975683890576,16.349,5,PathIntegralAnnealingSampler
20,75,4,True,349.6,195.0,1.792820512820513,16.4,5,PathIntegralAnnealingSampler
20,95,5,True,518.0,305.0,1.698360655737705,16.209,5,PathIntegralAnnealingSampler
20,92,6,True,483.0,287.0,1.6829268292682926,16.193,5,PathIntegralAnnealingSampler
20,94,7,True,502.6,299.0,1.6809364548494985,16.201,5,PathIntegralAnnealingSampler
20,95,8,True,460.0,305.0,1.5081967213114753,16.598,5,PathIntegralAnnealingSampler
20,96,9,True,508.0,311.0,1.6334405144694535,16.441,5,PathIntegralAnnealingSampler
20,98,10,True,506.4,323.0,1.5678018575851393,16.374,5,PathIntegralAnnealingSampler
20,96,11,True,522.0,311.0,1.6784565916398715,16.196,5,PathIntegralAnnealingSampler
20,89,12,True,441.4,269.0,1.64089219330855,16.267,5,PathIntegralAnnealingSampler
20,93,13,True,493.0,293.0,1.68259385665529,16.279,5,PathIntegralAnnealingSampler
20,101,14,True,530.4,343.0,1.5463556851311953,16.152,5,PathIntegralAnnealingSampler
20,91,15,True,463.4,281.0,1.6491103202846975,16.242,5,PathIntegralAnnealingSampler
20,85,16,True,438.0,245.0,1.7877551020408162,16.257,5,PathIntegralAnnealingSampler
20,99,17,True,554.8,329.0,1.6863221884498478,16.24,5,PathIntegralAnnealingSampler
20,99,18,True,516.0,329.0,1.56838905775076,16.23,5,PathIntegralAnnealingSampler
20,93,19,True,501.2,293.0,1.7105802047781569,16.323,5,PathIntegralAnnealingSampler
20,104,20,True,556.5,364.0,1.5288461538461537,16.222,5,PathIntegralAnnealingSampler
20,100,21,True,548.5,336.0,1.6324404761904763,16.297,5,PathIntegralAnnealingSampler
20,87,22,True,412.6,257.0,1.6054474708171207,16.251,5,PathIntegralAnnealingSampler
20,97,23,True,508.5,317.0,1.6041009463722398,16.291,5,PathIntegralAnnealingSampler
20,95,24,True,495.0,305.0,1.6229508196721312,16.201,5,PathIntegralAnnealingSampler
20,99,25,True,548.0,329.0,1.6656534954407294,16.256,5,PathIntegralAnnealingSampler
20,103,26,True,540.8,357.0,1.51484593837535,16.286,5,PathIntegralAnnealingSampler
20,102,27,True,564.4,350.0,1.6125714285714285,16.304,5,PathIntegralAnnealingSampler
20,92,28,True,465.0,287.0,1.6202090592334495,16.203,5,PathIntegralAnnealingSampler
20,84,29,True,449.8,240.0,1.8741666666666668,16.164,5,PathIntegralAnnealingSampler
20,80,30,True,402.2,220.0,1.8281818181818181,16.312,5,PathIntegralAnnealingSampler
20,91,31,True,499.8,281.0,1.7786476868327403,16.178,5,PathIntegralAnnealingSampler
20,96,32,True,515.25,311.0,1.6567524115755627,16.236,5,PathIntegralAnnealingSampler
20,94,33,True,482.4,299.0,1.6133779264214045,16.258,5,PathIntegralAnnealingSampler
20,96,34,True,521.25,311.0,1.6760450160771705,16.228,5,PathIntegralAnnealingSampler
20,89,35,True,481.0,269.0,1.788104089219331,16.218,5,PathIntegralAnnealingSampler
20,84,36,True,402.6,240.0,1.6775,16.275,5,PathIntegralAnnealingSampler
20,88,37,True,466.0,263.0,1.7718631178707225,16.251,5,PathIntegralAnnealingSampler
20,91,38,True,468.4,281.0,1.6669039145907472,16.643,5,PathIntegralAnnealingSampler
20,91,39,True,491.2,281.0,1.7480427046263345,16.702,5,PathIntegralAnnealingSampler
20,83,40,True,420.8,235.0,1.7906382978723405,17.633,5,PathIntegralAnnealingSampler
20,92,41,True,484.8,287.0,1.689198606271777,16.255,5,PathIntegralAnnealingSampler
20,97,42,True,506.0,317.0,1.5962145110410095,16.204,5,PathIntegralAnnealingSampler
20,88,43,True,454.0,263.0,1.726235741444867,16.311,5,PathIntegralAnnealingSampler
20,105,44,True,562.5,371.0,1.5161725067385445,16.253,5,PathIntegralAnnealingSampler
20,90,45,True,435.4,275.0,1.5832727272727272,16.316,5,PathIntegralAnnealingSampler
20,89,46,True,462.6,269.0,1.7197026022304833,16.263,5,PathIntegralAnnealingSampler
20,101,47,True,529.6,343.0,1.5440233236151604,16.213,5,PathIntegralAnnealingSampler
20,86,48,True,435.4,251.0,1.7346613545816731,16.283,5,PathIntegralAnnealingSampler
20,98,49,True,523.4,323.0,1.6204334365325077,16.255,5,PathIntegralAnnealingSampler
20,93,50,True,493.6,293.0,1.684641638225256,16.588,5,PathIntegralAnnealingSampler
20,85,51,True,410.4,245.0,1.6751020408163264,16.266,5,PathIntegralAnnealingSampler
20,91,52,True,469.0,281.0,1.6690391459074734,16.721,5,PathIntegralAnnealingSampler
20,103,53,True,585.0,357.0,1.638655462184874,16.631,5,PathIntegralAnnealingSampler
20,90,54,False,,275.0,,16.432,5,PathIntegralAnnealingSampler
20,89,55,True,457.0,269.0,1.6988847583643123,16.633,5,PathIntegralAnnealingSampler
20,99,56,True,516.0,329.0,1.56838905775076,16.569,5,PathIntegralAnnealingSampler
20,95,57,True,487.2,305.0,1.5973770491803279,17.329,5,PathIntegralAnnealingSampler
20,102,58,True,557.3333333333334,350.0,1.5923809523809525,16.415,5,PathIntegralAnnealingSampler
20,93,59,True,458.6,293.0,1.5651877133105803,16.258,5,PathIntegralAnnealingSampler
20,94,60,True,474.4,299.0,1.5866220735785952,16.262,5,PathIntegralAnnealingSampler
20,86,61,False,,251.0,,16.49,5,PathIntegralAnnealingSampler
20,90,62,True,469.5,275.0,1.7072727272727273,16.292,5,PathIntegralAnnealingSampler
20,88,63,True,476.0,263.0,1.8098859315589353,16.328,5,PathIntegralAnnealingSampler
20,98,64,True,537.8,323.0,1.665015479876161,16.243,5,PathIntegralAnnealingSampler
20,92,65,True,437.4,287.0,1.5240418118466899,16.437,5,PathIntegralAnnealingSampler
20,99,66,True,545.2,329.0,1.6571428571428573,16.257,5,PathIntegralAnnealingSampler
20,97,67,True,500.2,317.0,1.5779179810725552,16.307,5,PathIntegralAnnealingSampler
20,102,68,True,542.2,350.0,1.5491428571428574,16.212,5,PathIntegralAnnealingSampler
20,93,69,True,510.0,293.0,1.7406143344709897,16.22,5,PathIntegralAnnealingSampler
20,92,70,True,484.0,287.0,1.6864111498257839,16.264,5,PathIntegralAnnealingSampler
20,100,71,True,553.0,336.0,1.6458333333333333,16.173,5,PathIntegralAnnealingSampler
20,101,72,True,561.6,343.0,1.6373177842565598,16.142,5,PathIntegralAnnealingSampler
20,92,73,True,490.5,287.0,1.7090592334494774,16.201,5,PathIntegralAnnealingSampler
20,78,74,True,394.0,210.0,1.8761904761904762,16.208,5,PathIntegralAnnealingSampler
20,94,75,True,484.0,299.0,1.6187290969899666,16.193,5,PathIntegralAnnealingSampler
20,93,76,True,495.3333333333333,293.0,1.6905574516496018,16.129,5,PathIntegralAnnealingSampler
20,103,77,True,569.0,357.0,1.5938375350140057,16.216,5,PathIntegralAnnealingSampler
20,100,78,True,540.0,336.0,1.6071428571428572,16.139,5,PathIntegralAnnealingSampler
20,87,79,True,469.5,257.0,1.8268482490272373,16.137,5,PathIntegralAnnealingSampler
20,103,80,True,575.6,357.0,1.6123249299719888,16.168,5,PathIntegralAnnealingSampler
20,97,81,True,493.4,317.0,1.5564668769716088,16.201,5,PathIntegralAnnealingSampler
20,92,82,True,486.75,287.0,1.6959930313588851,16.189,5,PathIntegralAnnealingSampler
20,95,83,True,498.8,305.0,1.6354098360655738,16.237,5,PathIntegralAnnealingSampler
20,98,84,True,502.6,323.0,1.5560371517027864,16.269,5,PathIntegralAnnealingSampler
20,103,85,True,555.25,357.0,1.5553221288515406,16.182,5,PathIntegralAnnealingSampler
20,101,86,True,537.2,343.0,1.566180758017493,16.166,5,PathIntegralAnnealingSampler
20,85,87,True,437.3333333333333,245.0,1.7850340136054421,16.345,5,PathIntegralAnnealingSampler
